id_plt,id_cohort,id_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
29,4,T1,7,1041,2000,307,307,NA,356.59,508.55,800,1152
29,5,T2,6,975,2000,406,406,NA,490.59,634.8,900,1252
29,6,T3,6,961,2000,506,506,NA,584.59,703.46,1000,1352
29,6,T3,6,963,2000,506,506,NA,584.59,703.46,1000,1352
30,1,MS,9,NaN,NaN,109,109,1,6.7115,194.46,500,852.02
30,4,T1,7,1061,2000,307,307,NA,374.71,521.84,800,1152
30,5,T2,6,981,2000,406,406,NA,494.71,637.6,900,1252
30,6,T3,6,927,2000,506,506,NA,600.71,714.42,1000,1352
30,6,T3,6,925,2000,506,506,NA,600.71,714.42,1000,1352
31,1,MS,9,NaN,NaN,109,109,1,-2.9989,184.75,500,852.02
31,5,T2,6,969,2000,406,406,NA,481,628.28,800,1152
32,1,MS,9,NaN,NaN,109,109,1,7.9,195.64,500,852.02
32,4,T1,7,1059,2000,307,307,NA,373.9,521.25,800,1152
32,5,T2,7,NaN,NaN,407,407,1,499.9,617.59,900,1252
32,6,T3,6,895,2000,506,506,NA,617.9,726.11,1000,1352
32,6,T3,6,893,2000,506,506,NA,617.9,726.11,1000,1352
33,1,MS,9,NaN,NaN,109,109,1,9.1562,196.9,500,852.02
33,4,T1,7,1055,2000,307,307,NA,371.16,519.23,800,1152
33,5,T2,7,NaN,NaN,407,407,1,511.16,625.85,900,1252
33,6,T3,6,911,2000,506,506,NA,609.16,720.16,1000,1352
33,6,T3,6,911,2000,506,506,NA,609.16,720.16,1000,1352
34,1,MS,9,NaN,NaN,109,109,1,8.1191,195.86,500,852.02
34,5,T2,6,973,2000,406,406,NA,490.12,634.48,800,1152
35,1,MS,9,NaN,NaN,109,109,1,13.902,201.65,500,852.02
35,4,T1,7,1087,2000,307,307,NA,393.9,535.92,800,1152
35,5,T2,6,993,2000,406,406,NA,507.9,646.57,900,1252
35,6,T3,6,889,2000,506,506,NA,619.9,727.47,1000,1352
35,6,T3,6,889,2000,506,506,NA,619.9,727.47,1000,1352
36,1,MS,9,NaN,NaN,109,109,1,7.686,195.43,500,852.02
36,5,T2,7,NaN,NaN,407,407,1,499.69,617.44,800,1152
36,6,T3,6,919,2000,506,506,NA,605.69,717.8,900,1252
37,1,MS,9,NaN,NaN,109,109,1,12.908,200.65,500,852.02
37,4,T1,7,1085,2000,307,307,NA,390.91,533.72,800,1152
37,5,T2,6,987,2000,406,406,NA,500.91,641.82,900,1252
37,6,T3,6,885,2000,506,506,NA,620.91,728.15,1000,1352
37,6,T3,6,885,2000,506,506,NA,620.91,728.15,1000,1352
38,1,MS,9,NaN,NaN,109,109,1,-11.025,176.72,500,852.02
38,5,T2,7,1097,2000,407,407,NA,478.98,602.25,800,1152
38,6,T3,6,957,2000,506,506,NA,582.98,702.36,900,1252
39,1,MS,9,NaN,NaN,109,109,1,0.8021,188.55,500,852.02
39,5,T2,7,NaN,NaN,407,407,1,504.8,621.19,800,1152
40,1,MS,9,NaN,NaN,109,109,1,-0.56717,187.18,500,852.02
40,5,T2,7,NaN,NaN,407,407,1,499.43,617.25,800,1152
41,1,MS,9,NaN,NaN,109,109,1,-15.041,172.7,500,852.02
41,5,T2,7,NaN,NaN,407,407,1,488.96,609.57,800,1152
42,1,MS,9,NaN,NaN,109,109,1,3.573,191.32,500,852.02
42,4,T1,7,1071,2000,307,307,NA,377.57,523.94,800,1152
42,5,T2,7,NaN,NaN,407,407,1,495.57,614.42,900,1252
42,6,T3,6,931,2000,506,506,NA,595.57,710.92,1000,1352
42,6,T3,6,931,2000,506,506,NA,595.57,710.92,1000,1352
43,1,MS,9,NaN,NaN,109,109,1,-9.5647,178.18,500,852.02
43,5,T2,7,NaN,NaN,407,407,1,492.44,612.12,800,1152
44,1,MS,9,NaN,NaN,109,109,1,15.151,202.9,500,852.02
44,4,T1,7,1071,2000,307,307,NA,379.15,525.1,800,1152
44,5,T2,7,NaN,NaN,407,407,1,495.15,614.11,900,1252
44,6,T3,6,921,2000,506,506,NA,605.15,717.44,1000,1352
44,6,T3,6,923,2000,506,506,NA,605.15,717.44,1000,1352
45,1,MS,9,NaN,NaN,109,109,1,-7.0509,180.69,500,852.02
45,4,T1,7,1061,2000,307,307,NA,374.95,522.02,800,1152
45,5,T2,6,965,2000,406,406,NA,470.95,621.44,900,1252
46,1,MS,9,NaN,NaN,109,109,1,6.2874,194.03,500,852.02
46,5,T2,7,NaN,NaN,407,407,1,496.29,614.94,800,1152
46,6,T3,6,899,2000,506,506,NA,616.29,725.01,900,1252
47,1,MS,9,NaN,NaN,109,109,1,3.1932,190.94,500,852.02
47,5,T2,7,NaN,NaN,407,407,1,493.19,612.67,800,1152
48,1,MS,9,NaN,NaN,109,109,1,-8.219,179.52,500,852.02
48,4,T1,7,1059,2000,307,307,NA,373.78,521.16,800,1152
48,5,T2,7,1099,2000,407,407,NA,483.78,605.77,900,1252
48,6,T3,6,929,2000,506,506,NA,595.78,711.07,1000,1352
48,6,T3,6,929,2000,506,506,NA,595.78,711.07,1000,1352
49,1,MS,9,NaN,NaN,109,109,1,-20.707,167.04,500,852.02
49,4,T1,7,1041,2000,307,307,NA,347.29,501.74,800,1152
49,5,T2,7,1099,2000,407,407,NA,485.29,606.88,900,1252
49,6,T3,6,959,2000,506,506,NA,583.29,702.57,1000,1352
49,6,T3,6,959,2000,506,506,NA,583.29,702.57,1000,1352
50,1,MS,9,NaN,NaN,109,109,1,0.40812,188.15,500,852.02
50,4,T1,7,1051,2000,307,307,NA,368.41,517.22,800,1152
50,5,T2,7,NaN,NaN,407,407,1,488.41,609.17,900,1252
50,6,T3,6,907,2000,506,506,NA,610.41,721.01,1000,1352
50,6,T3,6,905,2000,506,506,NA,610.41,721.01,1000,1352
51,1,MS,9,NaN,NaN,109,109,1,-9.1063,178.64,500,852.02
51,4,T1,7,1043,2000,307,307,NA,360.89,511.71,800,1152
51,5,T2,7,1093,2000,407,407,NA,474.89,599.25,900,1252
51,6,T3,6,963,2000,506,506,NA,584.89,703.66,1000,1352
51,6,T3,6,965,2000,506,506,NA,584.89,703.66,1000,1352
52,1,MS,9,NaN,NaN,109,109,1,7.1446,194.89,500,852.02
52,5,T2,6,991,2000,406,406,NA,503.14,643.34,800,1152
52,6,T3,6,913,2000,506,506,NA,609.14,720.15,900,1252
53,1,MS,9,NaN,NaN,109,109,1,6.0774,193.82,500,852.02
53,4,T1,7,1085,2000,307,307,NA,392.08,534.58,800,1152
53,5,T2,7,NaN,NaN,407,407,1,500.08,617.72,900,1252
54,1,MS,9,NaN,NaN,109,109,1,17.924,205.67,500,852.02
54,4,T1,7,1091,2000,307,307,NA,395.92,537.4,800,1152
54,5,T2,6,987,2000,406,406,NA,499.92,641.15,900,1252
54,6,T3,6,905,2000,506,506,NA,611.92,722.04,1000,1352
54,6,T3,6,905,2000,506,506,NA,611.92,722.04,1000,1352
55,1,MS,9,NaN,NaN,109,109,1,6.9128,194.66,500,852.02
55,5,T2,6,985,2000,406,406,NA,498.91,640.46,800,1152
55,6,T3,6,915,2000,506,506,NA,606.91,718.63,900,1252
56,1,MS,9,NaN,NaN,109,109,1,-5.436,182.31,500,852.02
56,4,T1,7,1071,2000,307,307,NA,378.56,524.67,800,1152
56,5,T2,6,973,2000,406,406,NA,488.56,633.42,900,1252
57,1,MS,9,NaN,NaN,109,109,1,4.8034,192.55,500,852.02
57,4,T1,7,1079,2000,307,307,NA,386.8,530.71,800,1152
57,5,T2,7,NaN,NaN,407,407,1,506.8,622.66,900,1252
58,1,MS,9,NaN,NaN,109,109,1,-9.0912,178.65,500,852.02
58,5,T2,6,977,2000,406,406,NA,492.91,636.38,800,1152
58,6,T3,6,941,2000,506,506,NA,590.91,707.75,900,1252
59,1,MS,9,NaN,NaN,109,109,1,0.80489,188.55,500,852.02
59,4,T1,7,1073,2000,307,307,NA,380.8,526.31,800,1152
59,5,T2,6,991,2000,406,406,NA,504.8,644.47,900,1252
59,6,T3,6,925,2000,506,506,NA,604.8,717.2,1000,1352
59,6,T3,6,923,2000,506,506,NA,604.8,717.2,1000,1352
60,1,MS,9,NaN,NaN,109,109,1,0.51779,188.26,500,852.02
60,4,T1,7,1075,2000,307,307,NA,382.52,527.57,800,1152
60,5,T2,6,983,2000,406,406,NA,496.52,638.83,900,1252
61,1,MS,9,NaN,NaN,109,109,1,1.0004,188.74,500,852.02
61,4,T1,7,1081,2000,307,307,NA,387,530.85,800,1152
61,5,T2,6,983,2000,406,406,NA,497,639.16,900,1252
61,6,T3,6,939,2000,506,506,NA,591,707.81,1000,1352
61,6,T3,6,937,2000,506,506,NA,591,707.81,1000,1352
62,1,MS,9,NaN,NaN,109,109,1,-2.1786,185.57,500,852.02
62,5,T2,7,NaN,NaN,407,407,1,493.82,613.13,800,1152
63,1,MS,9,NaN,NaN,109,109,1,11.95,199.69,500,852.02
63,4,T1,7,1089,2000,307,307,NA,393.95,535.95,800,1152
63,5,T2,6,977,2000,406,406,NA,491.95,635.73,900,1252
63,6,T3,6,899,2000,506,506,NA,615.95,724.78,1000,1352
63,6,T3,6,901,2000,506,506,NA,615.95,724.78,1000,1352
64,1,MS,9,NaN,NaN,109,109,1,-17.74,170,500,852.02
64,4,T1,7,1045,2000,307,307,NA,362.26,512.71,800,1152
64,5,T2,7,1091,2000,407,407,NA,464.26,591.46,900,1252
64,6,T3,6,943,2000,506,506,NA,590.26,707.31,1000,1352
64,6,T3,6,941,2000,506,506,NA,590.26,707.31,1000,1352
65,1,MS,9,NaN,NaN,109,109,1,5.2818,193.03,500,852.02
65,4,T1,7,1063,2000,307,307,NA,375.28,522.26,800,1152
65,5,T2,7,NaN,NaN,407,407,1,495.28,614.21,900,1252
66,1,MS,9,NaN,NaN,109,109,1,9.9564,197.7,500,852.02
66,5,T2,7,NaN,NaN,407,407,1,505.96,622.03,800,1152
67,1,MS,9,NaN,NaN,109,109,1,8.3096,196.05,500,852.02
67,5,T2,7,NaN,NaN,407,407,1,494.31,613.49,800,1152
67,6,T3,6,913,2000,506,506,NA,608.31,719.58,900,1252
68,1,MS,9,NaN,NaN,109,109,1,6.7786,194.52,500,852.02
68,4,T1,7,1087,2000,307,307,NA,392.78,535.09,800,1152
68,5,T2,7,NaN,NaN,407,407,1,508.78,624.1,900,1252
68,6,T3,6,895,2000,506,506,NA,616.78,725.34,1000,1352
68,6,T3,6,897,2000,506,506,NA,616.78,725.34,1000,1352
69,1,MS,9,NaN,NaN,109,109,1,1.4031,189.15,500,852.02
69,4,T1,7,1069,2000,307,307,NA,377.4,523.82,800,1152
69,5,T2,6,977,2000,406,406,NA,491.4,635.35,900,1252
70,1,MS,10,NaN,NaN,110,110,1,7.7709,177.99,500,819.17
70,5,T2,7,1005,2000,407,407,NA,465.77,597.24,800,1119.2
70,6,T3,6,861,2000,506,506,NA,581.77,707.14,900,1219.2
71,1,MS,10,NaN,NaN,110,110,1,6.689,176.91,500,819.17
71,5,T2,6,949,2000,406,406,NA,476.69,630.95,800,1119.2
71,6,T3,6,855,2000,506,506,NA,590.69,713.21,900,1219.2
72,1,MS,10,NaN,NaN,110,110,1,-1.5565,168.67,500,819.17
72,4,T1,7,1027,2000,307,307,NA,370.44,523.38,800,1119.2
72,5,T2,7,1007,2000,407,407,NA,468.44,599.2,900,1219.2
72,6,T3,6,875,2000,506,506,NA,572.44,700.8,1000,1319.2
72,6,T3,6,875,2000,506,506,NA,572.44,700.8,1000,1319.2
73,1,MS,10,NaN,NaN,110,110,1,-2.7747,167.45,500,819.17
73,4,T1,7,1021,2000,307,307,NA,361.23,516.62,800,1119.2
73,5,T2,7,999,2000,407,407,NA,459.23,592.44,900,1219.2
73,6,T3,6,877,2000,506,506,NA,569.23,698.61,1000,1319.2
73,6,T3,6,877,2000,506,506,NA,569.23,698.61,1000,1319.2
74,1,MS,10,NaN,NaN,110,110,1,-1.9589,168.27,500,819.17
74,4,T1,7,1033,2000,307,307,NA,374.04,526.02,800,1119.2
74,5,T2,6,957,2000,406,406,NA,458.04,618.27,900,1219.2
75,1,MS,10,NaN,NaN,110,110,1,-13.751,156.47,500,819.17
75,4,T1,7,1015,2000,307,307,NA,346.25,505.64,800,1119.2
75,5,T2,7,1003,2000,407,407,NA,464.25,596.12,900,1219.2
75,6,T3,6,881,2000,506,506,NA,560.25,692.51,1000,1319.2
75,6,T3,6,881,2000,506,506,NA,560.25,692.51,1000,1319.2
76,1,MS,10,NaN,NaN,110,110,1,-1.34,168.88,500,819.17
76,4,T1,7,1037,2000,307,307,NA,380.66,530.88,800,1119.2
76,5,T2,7,1001,2000,407,407,NA,462.66,594.96,900,1219.2
77,1,MS,10,NaN,NaN,110,110,1,2.1844,172.41,500,819.17
77,4,T1,7,1023,2000,307,307,NA,366.18,520.26,800,1119.2
77,5,T2,6,955,2000,406,406,NA,464.18,622.45,900,1219.2
78,1,MS,10,NaN,NaN,110,110,1,4.1481,174.37,500,819.17
78,5,T2,7,999,2000,407,407,NA,462.15,594.58,800,1119.2
78,6,T3,6,855,2000,506,506,NA,590.15,712.84,900,1219.2
79,1,MS,10,NaN,NaN,110,110,1,15.435,185.66,500,819.17
79,4,T1,7,1039,2000,307,307,NA,389.44,537.31,800,1119.2
79,5,T2,7,1019,2000,407,407,NA,487.44,613.12,900,1219.2
80,1,MS,10,NaN,NaN,110,110,1,-2.5097,167.71,500,819.17
80,5,T2,6,953,2000,406,406,NA,467.49,624.7,800,1119.2
81,1,MS,10,NaN,NaN,110,110,1,7.2323,177.46,500,819.17
81,4,T1,7,1031,2000,307,307,NA,373.23,525.43,800,1119.2
81,5,T2,7,1005,2000,407,407,NA,467.23,598.31,900,1219.2
82,1,MS,10,NaN,NaN,110,110,1,8.9905,179.21,500,819.17
82,5,T2,7,1015,2000,407,407,NA,480.99,608.4,800,1119.2
82,6,T3,6,857,2000,506,506,NA,584.99,709.33,900,1219.2
83,1,MS,10,NaN,NaN,110,110,1,10.409,180.63,500,819.17
83,4,T1,7,1025,2000,307,307,NA,368.41,521.89,800,1119.2
83,5,T2,6,947,2000,406,406,NA,478.41,632.12,900,1219.2
83,6,T3,6,867,2000,506,506,NA,580.41,706.22,1000,1319.2
83,6,T3,6,867,2000,506,506,NA,580.41,706.22,1000,1319.2
84,1,MS,10,NaN,NaN,110,110,1,-8.9209,161.3,500,819.17
84,4,T1,7,1017,2000,307,307,NA,351.08,509.18,800,1119.2
84,5,T2,7,995,2000,407,407,NA,449.08,585,900,1219.2
84,6,T3,6,873,2000,506,506,NA,573.08,701.23,1000,1319.2
84,6,T3,6,873,2000,506,506,NA,573.08,701.23,1000,1319.2
85,1,MS,10,NaN,NaN,110,110,1,3.1204,173.34,500,819.17
85,4,T1,7,1027,2000,307,307,NA,371.12,523.88,800,1119.2
85,5,T2,7,1009,2000,407,407,NA,469.12,599.69,900,1219.2
85,6,T3,6,857,2000,506,506,NA,589.12,712.14,1000,1319.2
85,6,T3,6,855,2000,506,506,NA,589.12,712.14,1000,1319.2
86,1,MS,10,NaN,NaN,110,110,1,3.3788,173.6,500,819.17
86,5,T2,7,1007,2000,407,407,NA,467.38,598.42,800,1119.2
86,6,T3,6,871,2000,506,506,NA,575.38,702.8,900,1219.2
87,1,MS,10,NaN,NaN,110,110,1,-9.0776,161.15,500,819.17
87,5,T2,6,953,2000,406,406,NA,468.92,625.67,800,1119.2
87,6,T3,6,883,2000,506,506,NA,558.92,691.61,900,1219.2
88,1,MS,10,NaN,NaN,110,110,1,-6.4204,163.8,500,819.17
88,4,T1,7,1019,2000,307,307,NA,351.58,509.55,800,1119.2
88,5,T2,7,1003,2000,407,407,NA,465.58,597.1,900,1219.2
89,1,MS,10,NaN,NaN,110,110,1,11.823,182.05,500,819.17
89,4,T1,7,1037,2000,307,307,NA,387.82,536.13,800,1119.2
89,5,T2,7,1023,2000,407,407,NA,489.82,614.87,900,1219.2
89,6,T3,6,859,2000,506,506,NA,581.82,707.18,1000,1319.2
89,6,T3,6,861,2000,506,506,NA,581.82,707.18,1000,1319.2
90,1,MS,10,NaN,NaN,110,110,1,-0.315,169.91,500,819.17
90,4,T1,7,1035,2000,307,307,NA,379.69,530.16,800,1119.2
90,5,T2,7,1011,2000,407,407,NA,471.69,601.57,900,1219.2
90,6,T3,6,863,2000,506,506,NA,581.69,707.09,1000,1319.2
90,6,T3,6,863,2000,506,506,NA,581.69,707.09,1000,1319.2
91,1,MS,10,NaN,NaN,110,110,1,4.8988,175.12,500,819.17
91,4,T1,7,1037,2000,307,307,NA,380.9,531.05,800,1119.2
91,5,T2,7,1015,2000,407,407,NA,480.9,608.33,900,1219.2
91,6,T3,6,853,2000,506,506,NA,592.9,714.71,1000,1319.2
91,6,T3,6,851,2000,506,506,NA,592.9,714.71,1000,1319.2
92,1,MS,10,NaN,NaN,110,110,1,1.8799,172.1,500,819.17
92,5,T2,7,1011,2000,407,407,NA,469.88,600.25,800,1119.2
92,6,T3,6,867,2000,506,506,NA,579.88,705.86,900,1219.2
93,1,MS,10,NaN,NaN,110,110,1,-5.3547,164.87,500,819.17
93,4,T1,7,1027,2000,307,307,NA,370.65,523.53,800,1119.2
93,5,T2,6,951,2000,406,406,NA,474.65,629.56,900,1219.2
94,1,MS,10,NaN,NaN,110,110,1,-4.5957,165.63,500,819.17
94,4,T1,7,1031,2000,307,307,NA,373.4,525.56,800,1119.2
94,5,T2,7,997,2000,407,407,NA,455.4,589.63,900,1219.2
95,1,MS,10,NaN,NaN,110,110,1,5.4365,175.66,500,819.17
95,5,T2,6,949,2000,406,406,NA,475.44,630.1,800,1119.2
96,1,MS,10,NaN,NaN,110,110,1,-8.499,161.72,500,819.17
96,4,T1,7,1029,2000,307,307,NA,371.5,524.16,800,1119.2
96,5,T2,7,999,2000,407,407,NA,461.5,594.11,900,1219.2
96,6,T3,6,879,2000,506,506,NA,567.5,697.44,1000,1319.2
96,6,T3,6,879,2000,506,506,NA,567.5,697.44,1000,1319.2
97,1,MS,10,NaN,NaN,110,110,1,8.8118,179.04,500,819.17
97,4,T1,7,1033,2000,307,307,NA,376.81,528.05,800,1119.2
97,5,T2,7,1013,2000,407,407,NA,472.81,602.4,900,1219.2
98,1,MS,10,NaN,NaN,110,110,1,6.6896,176.91,500,819.17
98,5,T2,7,1011,2000,407,407,NA,472.69,602.31,800,1119.2
98,6,T3,6,865,2000,506,506,NA,580.69,706.41,900,1219.2
99,1,MS,10,NaN,NaN,110,110,1,-7.2171,163.01,500,819.17
99,4,T1,7,1025,2000,307,307,NA,368.78,522.17,800,1119.2
99,5,T2,7,995,2000,407,407,NA,450.78,586.25,900,1219.2
99,6,T3,6,869,2000,506,506,NA,576.78,703.75,1000,1319.2
99,6,T3,6,869,2000,506,506,NA,576.78,703.75,1000,1319.2
100,1,MS,10,NaN,NaN,110,110,1,-1.6561,168.57,500,819.17
100,5,T2,6,953,2000,406,406,NA,468.34,625.28,800,1119.2
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
