id_plt,id_cohort,id_axis,N_phytomer,HS_final,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
43,6,T3,7,4.591323323,938,1538,6050,607,NA,255.6604428,465.3283088,984.6084784,1377.735727
44,1,MS,11,11,NA,NA,1111,111,1,-54.39036945,104.1251163,520.8392807,817.8887894
44,4,T1,8,8,NA,NA,4081,408,1,180.6090612,377.2595331,790.7361115,1159.455746
44,5,T2,8,0.455924752,609,1209,5010,508,NA,532.9923185,659.08136,928.9803061,1165.397259
44,6,T3,7,3.919785034,850,1450,6040,607,NA,264.9216042,474.5894702,993.8696399,1386.996889
45,1,MS,11,11,NA,NA,1111,111,1,-54.14255166,104.3729341,521.0870985,818.1366072
45,4,T1,8,6.833258294,1087,1687,4070,408,NA,180.856879,377.5073509,790.9839293,1159.703564
45,5,T2,8,0.430545861,607,1207,5010,508,NA,533.2401363,659.3291778,929.2281239,1165.645077
45,6,T3,7,3.9045228,848,1448,6040,607,NA,265.169422,474.837288,994.1174576,1387.244706
45,7,T4,7,2.670268544,756,1356,7030,707,NA,387.5838074,571.4802239,1049.278982,1394.084763
46,1,MS,11,11,NA,NA,1111,111,1,-75.30269405,83.21279173,499.9269561,796.9764648
46,4,T1,8,8,NA,NA,4081,408,1,159.6967366,356.3472085,769.8237869,1138.543422
46,5,T2,8,1.965968747,728,1328,5020,508,NA,512.0799939,638.1690354,908.0679815,1144.484934
46,6,T3,7,5.255230495,1025,1625,6060,607,NA,244.0092796,453.6771456,972.9573152,1366.084564
46,7,T4,7,2.861680649,778,1378,7030,707,NA,366.423665,550.3200815,1028.118839,1372.92462
47,1,MS,11,11,NA,NA,1111,111,1,-50.34711306,108.1683727,524.8825371,821.9320458
47,4,T1,8,6.654260503,1065,1665,4070,408,NA,184.6523176,381.3027895,794.7793679,1163.499003
47,5,T2,7,0.565483128,624,1224,5010,507,NA,530.2808048,674.3825665,1002.951369,1273.142173
47,6,T1.0,7,3.683220409,819,1419,6040,607,NA,268.9648606,478.6327266,997.9128962,1391.040145
47,6,T3,7,3.675589292,818,1418,6040,607,NA,268.9648606,478.6327266,997.9128962,1391.040145
48,1,MS,11,11,NA,NA,1111,111,1,-68.73569695,89.77978884,506.4939532,803.5434619
48,4,T1,8,8,NA,NA,4081,408,1,166.2637337,362.9142057,776.390784,1145.110419
48,5,T2,7,1.742429183,730,1330,5020,507,NA,511.8922209,655.9939827,984.5627856,1254.753589
49,1,MS,11,11,NA,NA,1111,111,1,-59.03660696,99.47887883,516.1930432,813.2425519
49,4,T1,9,7.504349658,1067,1667,4080,409,NA,184.1565934,358.9570129,726.4917492,1054.242536
49,5,T2,8,0.836608112,639,1239,5010,508,NA,528.346081,654.4351225,924.3340686,1160.751021
49,6,T1.0,7,4.255554178,894,1494,6050,607,NA,260.2753667,469.9432327,989.2234023,1382.350651
49,6,T3,7,4.247923061,893,1493,6050,607,NA,260.2753667,469.9432327,989.2234023,1382.350651
49,7,T4,7,2.687669645,758,1358,7030,707,NA,382.6897521,566.5861686,1044.384927,1389.190707
50,1,MS,11,11,NA,NA,1111,111,1,-67.91491931,90.60056647,507.3147309,804.3642395
50,4,T1,9,9,NA,NA,4091,409,1,175.278281,350.0787005,717.6134368,1045.364223
