gcc2  -O  -c -O -DHAVE_CONFIG_H copy.c
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:40: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:153: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:154: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:154: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:154: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:159: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:159: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:160: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:160: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:160: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:160: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:162: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:162: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:163: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:163: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:163: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:168: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:168: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:169: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:169: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:169: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:169: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:171: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:171: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:172: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:172: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:172: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:177: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:177: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:178: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:178: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:178: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:178: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:180: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:180: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:181: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:181: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:181: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:186: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:186: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:187: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:187: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:187: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:187: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:189: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:189: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:190: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:190: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:190: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:195: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:195: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:196: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:196: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:196: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:196: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:198: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:198: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:199: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:199: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:199: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:204: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:204: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:205: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:205: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:207: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:207: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:207: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:208: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:208: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:210: illegal method definition, found `('
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:211: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:214: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:214: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:215: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:215: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:217: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:217: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:217: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:218: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:218: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:223: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:223: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:223: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:224: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:224: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:226: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:226: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:226: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:227: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:227: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:229: undefined type, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:229: illegal external declaration, missing `;' after `x'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:232: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:232: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:233: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:233: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:233: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:235: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:235: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:236: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:236: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:236: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:241: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:241: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:241: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:242: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:242: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:242: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:242: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:244: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:244: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:245: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:245: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:245: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:250: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:250: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:251: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:251: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:251: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:251: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:253: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:253: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:254: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:254: syntax error, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:254: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:259: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:259: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:260: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:260: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:260: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:262: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:262: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:262: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:263: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:263: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:263: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:268: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:268: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:268: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:269: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:269: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:269: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:269: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:271: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:271: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:271: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:272: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:272: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:272: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:272: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:277: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:277: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:277: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:278: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:278: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:278: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:280: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:280: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:280: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:281: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:281: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:281: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:286: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:286: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:286: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:287: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:287: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:287: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:289: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:289: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:289: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:290: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:290: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:290: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:295: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:295: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:295: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:296: illegal external declaration, missing `;' after `operator'
